,Lat_drive,Lon_drive,Lat_Cell,Lon_Cell,Ant_Dirction,Cell,States
23451,30.579134000000003,31.491068,30.48461151,31.40169525,20.0,G46425,serving cell is overshooting
23452,30.579164000000002,31.491099,30.48461151,31.40169525,20.0,G46425,serving cell is overshooting
23453,30.579183,31.491143,30.48461151,31.40169525,20.0,G46425,serving cell is overshooting
23454,30.579193,31.491189000000002,30.48461151,31.40169525,20.0,G46425,serving cell is overshooting
23455,30.579214,31.491239,30.580370000000002,31.494709999999998,280.0,GD70827,Nearest
23456,30.579240999999996,31.491302,30.580370000000002,31.494709999999998,280.0,GD70827,Nearest
23457,30.579266999999998,31.491365000000002,30.580370000000002,31.494709999999998,280.0,GD70827,Nearest
23458,30.579296000000003,31.491414000000002,30.48461151,31.40169525,20.0,G46425,serving cell is overshooting
23459,30.579315,31.491463,30.48461151,31.40169525,20.0,G46425,serving cell is overshooting
23460,30.579326000000002,31.491508000000003,30.580370000000002,31.494709999999998,280.0,GD70827,Nearest
23461,30.579333000000002,31.491534,30.580370000000002,31.494709999999998,280.0,GD70827,Nearest
23462,30.579334999999997,31.491559999999996,30.580370000000002,31.494709999999998,280.0,GD70827,Nearest
23463,30.579339,31.491587,30.580370000000002,31.494709999999998,280.0,GD70827,Nearest
23464,30.579603999999996,31.492268,30.48461151,31.40169525,285.0,G46428,serving cell is overshooting
23465,30.579620000000002,31.492309999999996,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23466,30.57964,31.492364000000002,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23467,30.579665999999996,31.492434000000003,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23468,30.579688,31.492494,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23469,30.579712,31.492564,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23470,30.579738,31.492642,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23471,30.579765000000002,31.492701,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23472,30.579791999999998,31.492751000000002,30.58325834,31.49975444,260.0,G56692,serving cell is overshooting
23473,30.579803000000002,31.492795,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23474,30.579809,31.492842,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23475,30.579826,31.492891999999998,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23476,30.579835,31.492945000000002,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23477,30.579837,31.492993,30.58325834,31.49975444,260.0,G56692,Nearest
23478,30.579839,31.493037,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23479,30.57984,31.493082,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23480,30.579839,31.493127,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23481,30.579836,31.493171000000004,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23482,30.579837,31.493204,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23483,30.579839,31.493236,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23484,30.57984,31.493271000000004,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23485,30.579845000000002,31.493307,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23486,30.57985,31.493347999999997,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23487,30.579860999999998,31.493388,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23488,30.579879,31.493428,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23489,30.579903,31.493474,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23490,30.579939000000003,31.49352,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23491,30.579978000000004,31.493562,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23492,30.580023999999998,31.493603000000004,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23493,30.580078999999998,31.493651,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23494,30.580129,31.493701,30.57741667,31.48541667,40.0,G59611,serving cell is overshooting
23495,30.580178999999998,31.493764000000002,30.57741667,31.48541667,40.0,G59611,serving cell is overshooting
23496,30.580228,31.493840000000002,30.57741667,31.48541667,40.0,G59611,serving cell is overshooting
23497,30.580278999999997,31.493916,30.57741667,31.48541667,40.0,G59611,serving cell is overshooting
23498,30.580332000000002,31.493969,30.57741667,31.48541667,40.0,G59611,serving cell is overshooting
23499,30.580372999999998,31.494001,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23500,30.580416999999997,31.49408,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23501,30.58045,31.494138,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23502,30.580479999999998,31.494212,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23503,30.580512,31.494296999999996,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23504,30.580540000000003,31.49437,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23505,30.58056,31.494441,30.580370000000002,31.494709999999998,280.0,GD70823,Nearest
23506,30.580571999999997,31.494496,30.58325834,31.49975444,260.0,G56692,Nearest
23507,30.580581,31.494562,30.58325834,31.49975444,260.0,G56692,Nearest
23508,30.58059,31.494619,30.58325834,31.49975444,260.0,G56692,Nearest
23509,30.580585,31.494654999999998,30.58325834,31.49975444,260,G56692,Nearest
23510,30.580577,31.494678999999998,30.58325834,31.49975444,260,G56692,Nearest
