,index,Cell_ID,Lat_Cell,Lon_Cell,Ant_Dirction,Sum_Nearest,Sum_overshooting,Sum_Blocked,Sum_Bad_Coverge,Sum_Loaded,Sum_cross_sector,Sum_back_lobe,SUM_col,Nearest_per,overshooting_per,Blocked_per,Bad_Coverge_per,Loaded_per,cross_sector_per,back_lobe_per
242,242,GD73583,30.59202778,31.48355556,165.0,0,1,0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0
243,243,GD73586,30.59202778,31.48355556,95.0,18,0,0,0,0,0,0,18,100.0,0.0,0.0,0.0,0.0,0.0,0.0
244,244,GD7358A,30.59202778,31.48355556,0.0,86,0,0,0,0,0,0,86,100.0,0.0,0.0,0.0,0.0,0.0,0.0
245,245,GD7358B,30.59202778,31.48355556,95.0,32,0,6,0,2,0,0,40,80.0,0.0,15.0,0.0,5.0,0.0,0.0
246,246,GD7358C,30.59202778,31.48355556,165.0,35,0,0,0,0,0,0,35,100.0,0.0,0.0,0.0,0.0,0.0,0.0
247,247,GD73805,30.65155,31.41586389,90.0,0,2,0,0,0,0,0,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0
248,248,GD74411,30.60347222,31.42016667,0.0,0,8,0,0,0,0,0,8,0.0,100.0,0.0,0.0,0.0,0.0,0.0
249,249,GD75991,30.59140833,31.50443889,30.0,24,0,2,0,0,0,0,26,92.31,0.0,7.69,0.0,0.0,0.0,0.0
250,250,GD75992,30.59140833,31.50443889,160.0,158,0,0,0,0,0,0,158,100.0,0.0,0.0,0.0,0.0,0.0,0.0
251,251,GD75993,30.59140833,31.50443889,230.0,38,25,8,0,0,0,0,71,53.52,35.21,11.27,0.0,0.0,0.0,0.0
252,252,GD75995,30.59140833,31.50443889,30.0,111,2,4,0,3,0,0,120,92.5,1.67,3.33,0.0,2.5,0.0,0.0
253,253,GD75996,30.59140833,31.50443889,160.0,81,4,0,0,0,0,0,85,95.29,4.71,0.0,0.0,0.0,0.0,0.0
254,254,GD75997,30.59140833,31.50443889,230.0,77,17,0,0,0,0,0,94,81.91,18.09,0.0,0.0,0.0,0.0,0.0
255,255,GD7599A,30.59140833,31.50443889,30.0,52,4,0,0,0,0,0,56,92.86,7.14,0.0,0.0,0.0,0.0,0.0
256,256,GD7599B,30.59140833,31.50443889,160.0,70,20,0,0,0,0,0,90,77.78,22.22,0.0,0.0,0.0,0.0,0.0
257,257,GD7599C,30.59140833,31.50443889,230.0,16,2,0,0,0,0,0,18,88.89,11.11,0.0,0.0,0.0,0.0,0.0
258,258,GD76351,30.57563889,31.49902778,60.0,140,0,13,0,2,0,0,155,90.32,0.0,8.39,0.0,1.29,0.0,0.0
259,259,GD76352,30.57563889,31.49902778,170.0,125,0,0,0,0,0,0,125,100.0,0.0,0.0,0.0,0.0,0.0,0.0
260,260,GD76353,30.57563889,31.49902778,270.0,36,0,0,0,0,0,0,36,100.0,0.0,0.0,0.0,0.0,0.0,0.0
261,261,GD76355,30.57563889,31.49902778,60.0,111,1,22,9,1,0,0,144,77.08,0.69,15.28,6.25,0.69,0.0,0.0
262,262,GD76356,30.57563889,31.49902778,170.0,203,0,0,0,0,0,0,203,100.0,0.0,0.0,0.0,0.0,0.0,0.0
263,263,GD76357,30.57563889,31.49902778,270.0,54,0,0,0,0,0,0,54,100.0,0.0,0.0,0.0,0.0,0.0,0.0
264,264,GD7635A,30.57563889,31.49902778,60.0,254,8,0,2,0,0,0,264,96.21,3.03,0.0,0.76,0.0,0.0,0.0
265,265,GD7635B,30.57563889,31.49902778,170.0,167,0,0,0,0,0,0,167,100.0,0.0,0.0,0.0,0.0,0.0,0.0
266,266,GD7635C,30.57563889,31.49902778,270.0,37,0,13,0,8,0,0,58,63.79,0.0,22.41,0.0,13.79,0.0,0.0
267,267,GD76533,30.59194444,31.52647222,190.0,0,0,13,0,0,0,0,13,0.0,0.0,100.0,0.0,0.0,0.0,0.0
268,268,GD76534,30.59194444,31.52647222,290.0,51,0,0,2,0,0,0,53,96.23,0.0,0.0,3.77,0.0,0.0,0.0
269,269,GD76537,30.59194444,31.52647222,190.0,37,0,0,0,0,0,0,37,100.0,0.0,0.0,0.0,0.0,0.0,0.0
270,270,GD7653C,30.59194444,31.52647222,190.0,12,0,0,0,0,0,0,12,100.0,0.0,0.0,0.0,0.0,0.0,0.0
271,271,GD7653D,30.59194444,31.52647222,290.0,78,2,0,0,0,0,0,80,97.5,2.5,0.0,0.0,0.0,0.0,0.0
272,272,GD76541,30.59977778,31.49097222,80.0,4,0,13,0,3,0,0,20,20.0,0.0,65.0,0.0,15.0,0.0,0.0
273,273,GD76542,30.59977778,31.49097222,210.0,59,1,0,0,0,0,0,60,98.33,1.67,0.0,0.0,0.0,0.0,0.0
274,274,GD76543,30.59977778,31.49097222,300.0,10,0,0,0,0,0,0,10,100.0,0.0,0.0,0.0,0.0,0.0,0.0
275,275,GD76545,30.59977778,31.49097222,80.0,6,1,3,0,0,0,0,10,60.0,10.0,30.0,0.0,0.0,0.0,0.0
276,276,GD76546,30.59977778,31.49097222,210.0,11,18,4,0,1,0,0,34,32.35,52.94,11.76,0.0,2.94,0.0,0.0
277,277,GD76547,30.59977778,31.49097222,300.0,18,0,0,0,0,0,0,18,100.0,0.0,0.0,0.0,0.0,0.0,0.0
278,278,GD7654B,30.59977778,31.49097222,210.0,22,66,0,0,0,0,0,88,25.0,75.0,0.0,0.0,0.0,0.0,0.0
279,279,GD77451,30.60378333,31.50318611,50.0,107,0,3,0,4,0,0,114,93.86,0.0,2.63,0.0,3.51,0.0,0.0
280,280,GD77452,30.60378333,31.50318611,240.0,0,0,11,0,0,0,0,11,0.0,0.0,100.0,0.0,0.0,0.0,0.0
281,281,GD77453,30.60378333,31.50318611,320.0,2,0,0,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0,0.0,0.0
282,282,GD77455,30.60378333,31.50318611,50.0,5,1,27,0,12,0,0,45,11.11,2.22,60.0,0.0,26.67,0.0,0.0
283,283,GD77456,30.60378333,31.50318611,240.0,26,0,0,0,0,0,0,26,100.0,0.0,0.0,0.0,0.0,0.0,0.0
284,284,GD77457,30.60378333,31.50318611,320.0,48,0,0,0,0,0,0,48,100.0,0.0,0.0,0.0,0.0,0.0,0.0
285,285,GD7745A,30.60378333,31.50318611,50.0,224,0,51,0,9,0,0,284,78.87,0.0,17.96,0.0,3.17,0.0,0.0
286,286,GD7745B,30.60378333,31.50318611,240.0,76,1,15,0,3,0,0,95,80.0,1.05,15.79,0.0,3.16,0.0,0.0
287,287,GD7745C,30.60378333,31.50318611,320.0,22,0,0,0,0,0,0,22,100.0,0.0,0.0,0.0,0.0,0.0,0.0
288,288,GD77462,30.58724167,31.52569444,120.0,2,0,25,0,0,0,0,27,7.41,0.0,92.59,0.0,0.0,0.0,0.0
289,289,GD77463,30.58724167,31.52569444,250.0,24,0,4,0,1,0,0,29,82.76,0.0,13.79,0.0,3.45,0.0,0.0
290,290,GD77467,30.58724167,31.52569444,250.0,38,0,0,0,0,0,0,38,100.0,0.0,0.0,0.0,0.0,0.0,0.0
291,291,GD7746C,30.58724167,31.52569444,250.0,28,0,0,0,0,0,0,28,100.0,0.0,0.0,0.0,0.0,0.0,0.0
292,292,GD78904,30.67091667,31.58961111,0.0,0,8,0,0,0,0,0,8,0.0,100.0,0.0,0.0,0.0,0.0,0.0
293,293,GD78908,30.67091667,31.58961111,0.0,0,122,0,0,0,0,0,122,0.0,100.0,0.0,0.0,0.0,0.0,0.0
294,294,M40032,30.59130558,31.50971533,130.0,0,0,34,0,0,0,0,34,0.0,0.0,100.0,0.0,0.0,0.0,0.0
295,295,M40033,30.59130558,31.50971533,230.0,61,1,2,0,0,0,0,64,95.31,1.56,3.12,0.0,0.0,0.0,0.0
296,296,M41981,30.57827568,31.51136017,30.0,26,0,8,0,0,0,0,34,76.47,0.0,23.53,0.0,0.0,0.0,0.0
297,297,M41982,30.57827568,31.51136017,150.0,3,0,0,0,0,0,0,3,100.0,0.0,0.0,0.0,0.0,0.0,0.0
298,298,M41983,30.57827568,31.51136017,270.0,239,0,0,0,0,0,0,239,100.0,0.0,0.0,0.0,0.0,0.0,0.0
299,299,M46021,30.58800316,31.49146843,90.0,39,0,7,0,0,0,0,46,84.78,0.0,15.22,0.0,0.0,0.0,0.0
300,300,M46022,30.58800316,31.49146843,270.0,23,0,83,0,0,0,0,106,21.7,0.0,78.3,0.0,0.0,0.0,0.0
301,301,M46023,30.58800316,31.49146843,330.0,3,0,106,0,0,0,0,109,2.75,0.0,97.25,0.0,0.0,0.0,0.0
302,302,M46891,30.58600044,31.50563812,20.0,0,0,38,0,1,0,0,39,0.0,0.0,97.44,0.0,2.56,0.0,0.0
303,303,M46892,30.58600044,31.50563812,180.0,19,0,0,0,0,0,0,19,100.0,0.0,0.0,0.0,0.0,0.0,0.0
304,304,M46893,30.58600044,31.50563812,280.0,15,0,73,0,0,0,0,88,17.05,0.0,82.95,0.0,0.0,0.0,0.0
305,305,M47381,30.5842495,31.48999977,50.0,130,30,0,0,0,0,0,160,81.25,18.75,0.0,0.0,0.0,0.0,0.0
306,306,M47382,30.5842495,31.48999977,180.0,35,0,0,0,0,0,0,35,100.0,0.0,0.0,0.0,0.0,0.0,0.0
307,307,M47383,30.5842495,31.48999977,290.0,13,0,0,0,0,0,0,13,100.0,0.0,0.0,0.0,0.0,0.0,0.0
308,308,M47391,30.596,31.49597222,80.0,0,0,7,0,0,0,0,7,0.0,0.0,100.0,0.0,0.0,0.0,0.0
309,309,M47392,30.596,31.49597222,160.0,31,0,1,0,0,0,0,32,96.88,0.0,3.12,0.0,0.0,0.0,0.0
310,310,M47393,30.596,31.49597222,320.0,132,0,0,0,1,0,0,133,99.25,0.0,0.0,0.0,0.75,0.0,0.0
311,311,M49322,30.58855556,31.51727778,150.0,24,0,0,0,0,0,0,24,100.0,0.0,0.0,0.0,0.0,0.0,0.0
312,312,M49323,30.58855556,31.51727778,270.0,14,0,4,0,1,0,0,19,73.68,0.0,21.05,0.0,5.26,0.0,0.0
313,313,M49471,30.59845281,31.51069888,30.0,74,0,0,0,0,0,0,74,100.0,0.0,0.0,0.0,0.0,0.0,0.0
314,314,M49472,30.59845281,31.51069888,150.0,71,0,0,0,0,0,0,71,100.0,0.0,0.0,0.0,0.0,0.0,0.0
315,315,M49473,30.59845281,31.51069888,270.0,0,2,0,0,0,0,0,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0
316,316,M49476,30.59845281,31.51069888,150.0,16,0,3,0,0,0,0,19,84.21,0.0,15.79,0.0,0.0,0.0,0.0
317,317,M55561,30.591062,31.494571,30.0,55,0,52,0,2,0,0,109,50.46,0.0,47.71,0.0,1.83,0.0,0.0
318,318,M55562,30.591062,31.494571,150.0,76,0,12,0,4,0,0,92,82.61,0.0,13.04,0.0,4.35,0.0,0.0
319,319,M55563,30.591062,31.494571,270.0,143,0,12,0,1,0,0,156,91.67,0.0,7.69,0.0,0.64,0.0,0.0
320,320,M56691,30.58325834,31.49975444,40.0,184,6,0,0,0,0,0,190,96.84,3.16,0.0,0.0,0.0,0.0,0.0
321,321,M56692,30.58325834,31.49975444,260.0,130,0,25,0,3,0,0,158,82.28,0.0,15.82,0.0,1.9,0.0,0.0
322,322,M56693,30.58325834,31.49975444,330.0,187,0,85,0,3,0,0,275,68.0,0.0,30.91,0.0,1.09,0.0,0.0
323,323,M56697,30.58325834,31.49975444,330.0,0,0,21,0,0,0,0,21,0.0,0.0,100.0,0.0,0.0,0.0,0.0
324,324,M59591,30.59312778,31.50244444,30.0,11,2,18,0,0,0,0,31,35.48,6.45,58.06,0.0,0.0,0.0,0.0
325,325,M59592,30.59312778,31.50244444,150.0,178,0,14,0,0,0,0,192,92.71,0.0,7.29,0.0,0.0,0.0,0.0
326,326,M59595,30.59312778,31.50244444,30.0,0,9,0,0,0,0,0,9,0.0,100.0,0.0,0.0,0.0,0.0,0.0
327,327,M59601,30.58304167,31.4822,5.0,3,0,0,0,0,0,0,3,100.0,0.0,0.0,0.0,0.0,0.0,0.0
328,328,M59603,30.58304167,31.4822,140.0,0,0,30,0,0,0,0,30,0.0,0.0,100.0,0.0,0.0,0.0,0.0
329,329,M59612,30.57741667,31.48541667,115.0,0,1,0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0
330,330,M63191,30.587,31.51008889,40.0,91,0,0,0,0,0,0,91,100.0,0.0,0.0,0.0,0.0,0.0,0.0
331,331,M63192,30.587,31.51008889,150.0,313,0,0,0,0,0,0,313,100.0,0.0,0.0,0.0,0.0,0.0,0.0
332,332,M63193,30.587,31.51008889,270.0,92,0,0,0,0,0,0,92,100.0,0.0,0.0,0.0,0.0,0.0,0.0
333,333,M63201,30.58178612,31.51331001,30.0,155,0,33,0,10,0,0,198,78.28,0.0,16.67,0.0,5.05,0.0,0.0
334,334,M63203,30.58178612,31.51331001,270.0,46,0,20,0,1,0,0,67,68.66,0.0,29.85,0.0,1.49,0.0,0.0
335,335,M63231,30.58263889,31.50594444,50.0,68,0,26,0,0,0,0,94,72.34,0.0,27.66,0.0,0.0,0.0,0.0
336,336,M63232,30.58263889,31.50594444,150.0,4,0,37,0,3,0,0,44,9.09,0.0,84.09,0.0,6.82,0.0,0.0
337,337,M63233,30.58263889,31.50594444,270.0,84,0,39,0,1,0,0,124,67.74,0.0,31.45,0.0,0.81,0.0,0.0
338,338,M63261,30.57158333,31.50891667,30.0,29,0,0,0,0,0,0,29,100.0,0.0,0.0,0.0,0.0,0.0,0.0
339,339,M63263,30.57158333,31.50891667,270.0,1,0,5,0,0,0,0,6,16.67,0.0,83.33,0.0,0.0,0.0,0.0
340,340,M63271,30.59091667,31.51522222,0.0,5,0,0,0,0,0,0,5,100.0,0.0,0.0,0.0,0.0,0.0,0.0
341,341,M63272,30.59091667,31.51522222,140.0,23,0,0,0,0,0,0,23,100.0,0.0,0.0,0.0,0.0,0.0,0.0
342,342,M63273,30.59091667,31.51522222,270.0,0,0,1,0,0,0,0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
343,343,MD20141,30.57534155,31.50744934,180.0,67,0,0,0,0,0,0,67,100.0,0.0,0.0,0.0,0.0,0.0,0.0
344,344,MD20142,30.57534155,31.50744934,250.0,172,0,0,0,0,0,0,172,100.0,0.0,0.0,0.0,0.0,0.0,0.0
345,345,MD20143,30.57534155,31.50744934,340.0,93,45,20,0,7,0,0,165,56.36,27.27,12.12,0.0,4.24,0.0,0.0
346,346,MD20147,30.57534155,31.50744934,340.0,79,0,0,0,0,0,0,79,100.0,0.0,0.0,0.0,0.0,0.0,0.0
347,347,MD31371,30.59456644,31.49092721,60.0,23,1,0,0,0,0,0,24,95.83,4.17,0.0,0.0,0.0,0.0,0.0
348,348,MD31373,30.59456644,31.49092721,300.0,66,0,0,0,0,0,0,66,100.0,0.0,0.0,0.0,0.0,0.0,0.0
349,349,MD32251,30.59177778,31.50127778,30.0,8,1,0,0,0,0,0,9,88.89,11.11,0.0,0.0,0.0,0.0,0.0
350,350,MD32252,30.59177778,31.50127778,190.0,63,5,0,0,0,0,0,68,92.65,7.35,0.0,0.0,0.0,0.0,0.0
351,351,MD32253,30.59177778,31.50127778,290.0,99,0,3,0,0,0,0,102,97.06,0.0,2.94,0.0,0.0,0.0,0.0
352,352,MD34121,30.59981392,31.50567109,0.0,1,0,0,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
353,353,MD34122,30.59981392,31.50567109,80.0,1,0,0,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
354,354,MD34123,30.59981392,31.50567109,220.0,62,2,0,0,0,0,0,64,96.88,3.12,0.0,0.0,0.0,0.0,0.0
355,355,MD34125,30.59981392,31.50567109,0.0,29,0,0,0,0,0,0,29,100.0,0.0,0.0,0.0,0.0,0.0,0.0
356,356,MD68541,30.59452778,31.48416667,60.0,0,0,2,0,0,0,0,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0
357,357,MD68542,30.59452778,31.48416667,135.0,0,0,14,0,0,0,0,14,0.0,0.0,100.0,0.0,0.0,0.0,0.0
358,358,MD68551,30.58083333,31.48404167,30.0,3,0,0,0,0,0,0,3,100.0,0.0,0.0,0.0,0.0,0.0,0.0
359,359,MD68553,30.58083333,31.48404167,330.0,31,0,0,0,0,0,0,31,100.0,0.0,0.0,0.0,0.0,0.0,0.0
360,360,MD70821,30.58037,31.49471,40.0,250,0,24,0,16,0,0,290,86.21,0.0,8.28,0.0,5.52,0.0,0.0
361,361,MD70822,30.58037,31.49471,160.0,80,0,0,0,0,0,0,80,100.0,0.0,0.0,0.0,0.0,0.0,0.0
362,362,MD70823,30.58037,31.49471,280.0,12,0,1,0,0,0,0,13,92.31,0.0,7.69,0.0,0.0,0.0,0.0
363,363,MD73582,30.59202778,31.48355556,95.0,76,0,0,0,0,0,0,76,100.0,0.0,0.0,0.0,0.0,0.0,0.0
364,364,MD75991,30.59140833,31.50443889,30.0,91,0,25,0,11,0,0,127,71.65,0.0,19.69,0.0,8.66,0.0,0.0
365,365,MD75992,30.59140833,31.50443889,160.0,92,0,0,0,0,0,0,92,100.0,0.0,0.0,0.0,0.0,0.0,0.0
366,366,MD75993,30.59140833,31.50443889,230.0,15,0,1,0,0,0,0,16,93.75,0.0,6.25,0.0,0.0,0.0,0.0
367,367,MD76351,30.57563889,31.49902778,60.0,109,0,27,0,5,0,0,141,77.3,0.0,19.15,0.0,3.55,0.0,0.0
368,368,MD76352,30.57563889,31.49902778,170.0,8,0,0,0,0,0,0,8,100.0,0.0,0.0,0.0,0.0,0.0,0.0
369,369,MD76533,30.59194444,31.52647222,190.0,0,0,5,0,0,0,0,5,0.0,0.0,100.0,0.0,0.0,0.0,0.0
370,370,MD76541,30.59977778,31.49097222,80.0,15,0,0,0,0,0,0,15,100.0,0.0,0.0,0.0,0.0,0.0,0.0
371,371,MD76542,30.59977778,31.49097222,210.0,4,0,3,0,1,0,0,8,50.0,0.0,37.5,0.0,12.5,0.0,0.0
372,372,MD76543,30.59977778,31.49097222,300.0,33,0,0,0,0,0,0,33,100.0,0.0,0.0,0.0,0.0,0.0,0.0
373,373,MD77451,30.60378333,31.50318611,50.0,14,0,69,0,15,0,0,98,14.29,0.0,70.41,0.0,15.31,0.0,0.0
374,374,MD77455,30.60378333,31.50318611,50.0,57,0,34,0,6,0,0,97,58.76,0.0,35.05,0.0,6.19,0.0,0.0
375,375,MD77462,30.58724167,31.52569444,120.0,0,0,7,0,0,0,0,7,0.0,0.0,100.0,0.0,0.0,0.0,0.0
376,376,MD77463,30.58724167,31.52569444,250.0,23,0,0,0,0,0,0,23,100.0,0.0,0.0,0.0,0.0,0.0,0.0
